institution_id,institution_name,deglevl_code,deglevl,degcip_4dig,ciptitle,grad_cohort,grad_cohort_label,year_postgrad,p25_earnings,p50_earnings,p75_earnings,cellcount,cell_suppressed,state,system,first_release,last_update,cpi_reportyear
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",1996,1996-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",1996,1996-2000,5,23108,34633,50141,73,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",1996,1996-2000,10,31990,41565,68312,65,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2005,1,17794,25774,32213,46,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2005,5,27763,36398,51928,79,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2005,10,31012,43798,64121,85,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2006,2006-2010,1,15288,22094,31857,40,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2006,2006-2010,5,22329,31236,44914,68,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,03,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2011,2011-2015,1,14923,20225,26616,133,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",1998,1998-2000,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",1998,1998-2000,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,2001-2003,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",1998,1998-2000,5,26850,41565,53358,44,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",1998,1998-2000,10,28236,39729,50105,38,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,2001-2003,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,2004-2006,1,17745,21280,26817,31,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,2004-2006,5,30771,40449,45696,34,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",1998,1998-2000,1,20245,25580,34170,39,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",1998,1998-2000,5,34866,41147,47739,107,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",1998,1998-2000,10,33672,42458,54453,93,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2003,1,20596,30142,38883,105,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2003,5,29805,37928,45963,123,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2003,10,30771,38289,47473,120,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,2004-2006,1,20316,28884,36968,170,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,2004-2006,5,26601,33779,39160,153,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,2004-2006,10,29866,38122,45383,98,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2007,2007-2009,1,22503,30119,37503,122,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2007,2007-2009,5,28222,34259,43519,141,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2010,2010-2012,1,20802,26911,31823,141,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2013,2013-2015,1,21166,27280,31773,106,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",1998,1998-2000,5,24904,35416,47846,39,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",1998,1998-2000,10,40089,58221,97959,38,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2001,2001-2003,5,30228,44914,53358,30,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2601,"BIOLOGY, GENERAL",2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,1998,1998-2000,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,1998,1998-2000,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2001,2001-2003,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,2701,MATHEMATICS,2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,1998,1998-2000,5,40314,47025,54835,55,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,1998,1998-2000,10,38289,46924,65238,50,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,2001-2003,1,21703,26799,35213,50,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,2001-2003,5,32035,39214,49370,66,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,2001-2003,10,32925,43240,61728,76,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,2004-2006,1,17916,26121,35060,43,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,2004-2006,5,31857,39153,47260,48,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2007,2007-2009,1,19866,28236,39369,37,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2007,2007-2009,5,27947,36745,47260,50,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2010,2010-2012,1,19531,24863,31423,34,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,1998,1998-2000,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,1998,1998-2000,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2001,2001-2003,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4005,CHEMISTRY,2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,1998,1998-2000,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,1998,1998-2000,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,2001-2003,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4008,PHYSICS,1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4008,PHYSICS,1998,1998-2000,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4008,PHYSICS,1998,1998-2000,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",1998,1998-2000,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",1998,1998-2000,5,25580,34793,44077,47,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",1998,1998-2000,10,32124,51106,64493,45,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2001,2001-2003,1,17403,22268,29685,32,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2001,2001-2003,5,24035,34420,42363,48,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2001,2001-2003,10,28236,39909,53984,50,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2004,2004-2006,1,21850,30409,35823,34,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2004,2004-2006,5,23538,33565,46254,44,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2004,2004-2006,10,27280,43798,51857,35,0,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2004,2004-2006,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2004,2004-2006,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2004,2004-2006,10,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2010,2010-2012,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4504,CRIMINOLOGY,2013,2013-2015,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4507,GEOGRAPHY AND CARTOGRAPHY,2007,2007-2009,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4507,GEOGRAPHY AND CARTOGRAPHY,2007,2007-2009,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2001,2001-2003,1,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2001,2001-2003,5,,,,,1,CO,cdhe,08242018,08242018,2016
1345,ADAMS STATE COLLEGE,05,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2001,2001-2003,10,,,,,1,CO,cdhe,08242018,08242018,2016
